corp,size,num_fund,num_old_fund_rate,old_new_size_rate,mon_profit,three_mon_profit,six_mon_profit,year_profit
金信基金,36.79999999999999,20,1.0,1.0,-1.8173760734605882,2.6890796436490603,5.059116871593184,15.8213800933562
金元顺安基金,174.35,21,0.8095238095238095,0.9939776312016061,-0.8644828901548481,0.9815069246783326,-1.0058285377701517,0.584170522424273
金鹰基金,426.18,83,0.7469879518072289,0.8296259796330189,-1.8331332641540066,1.4732618564869175,0.6874531677544738,5.997642626254841
鑫元基金,422.8199999999999,67,0.8955223880597015,0.962631852797881,-0.6253431543093775,0.3016917924132945,0.2707281859301296,2.1784363289276127
银华基金,3945.3799999999997,207,0.7101449275362319,0.8666947163517834,-2.144252529827901,0.14488562422099874,-2.110793860563079,-0.5180770258004036
银河基金,806.3,114,0.8947368421052632,0.9066104427632395,-1.756375486366563,0.392987428299785,-1.423503266085237,0.7206846687527978
银河金汇证券,0.0,1,0.0,,0.0,0.0,0.0,0.0
长信基金,689.7799999999999,140,0.8214285714285714,0.9004610165560032,-1.4922273255910294,0.13261929443121534,-0.8635425662050817,-0.8550675789066352
长城基金,838.46,124,0.6209677419354839,0.7660234238961906,-1.7079310973306814,0.6377791816679002,-0.4888110269247249,2.2919066901034415
长城证券,5.7299999999999995,5,0.0,0.0,0.0,0.0,0.0,0.0
长安基金,97.68,40,0.825,0.6033988533988534,-4.232433997360429,0.23771940678070225,-4.3261918346661,-2.6407363608216885
长江证券(上海),85.40000000000002,38,0.42105263157894735,0.7581967213114752,-0.20793903185377843,0.8810497438931921,0.8067025369460028,0.9447612041551967
长盛基金,325.43,96,0.8125,0.8413176412746212,-2.3340279966953257,0.4317222329370171,-0.7452556041245474,0.8604967377552226
鹏华基金,3964.4300000000003,364,0.7417582417582418,0.8203146480074056,-0.9543296124703184,0.5561039726273441,-0.5784332862218576,0.6240630205252121
鹏扬基金,848.65,107,0.6635514018691588,0.7662994167206743,-0.9605684073573048,0.7231644270687866,0.4993886818496229,2.3146533053048715
